algo; 16; 32; 64
v0; 6.062321; 24.675502; 98.748920
v0e; 4.276942; 15.415394; 59.026348
v0e_c; 4.131906; 14.600382; 54.989374
v0e_e; 4.160618; 14.479382; 55.961252
v0e_e_m; 0.967479; 3.262103; 13.003732
v0e_e_m_b; 0.958309; 3.307833; 12.953837
v0e_f_m; 0.953242; 3.501938; 13.314074
